lat,lon
40.7156,-74.0075
40.741,-74.0056
40.8293,-73.9287
40.777,-73.9521
40.7226,-74.0015
40.7189,-74.0082
40.7439,-73.989
40.7835,-73.9792
40.751,-73.9786
40.7357,-74.0067
40.7422,-73.9968
40.7386,-73.9998
40.7857,-73.9765
40.7577,-73.9855
40.7594,-73.9803
40.7357,-73.9833
40.7717,-73.9888
40.7372,-73.9902
40.7413,-73.9851
40.7359,-74.0006
40.7641,-73.9764
40.7114,-74.0083
40.7276,-74.0025
40.7218,-73.9945
40.7219,-73.9963
40.7525,-73.9858
40.7513,-73.9777
40.741,-74.0073
40.7996,-73.9553
40.7492,-73.9943
40.7378,-73.9899
40.7274,-73.992
40.7761,-73.953
40.7558,-73.9832
40.7037,-74.0096
40.7364,-74.0012
40.7313,-73.9755
40.7832,-73.9592
40.7564,-73.9779
40.7881,-73.9673
40.7591,-73.9727
40.7736,-73.9457
40.7193,-73.9974
40.7446,-73.9756
40.754,-73.9771
40.7562,-73.9981
40.7372,-73.9965
40.7247,-73.9987
40.7257,-73.9845
40.7512,-73.9878
40.7453,-74.0043
40.7453,-73.9929
40.7314,-74.0068
40.7228,-74.0101
40.7396,-73.9869
40.7236,-74.0112
40.7433,-73.9998
40.7255,-74.0034
40.7414,-73.9977
40.7754,-73.9797
40.767,-73.952
40.7513,-74.0068
40.7115,-74.0059
40.7533,-73.9833
40.7771,-73.956
40.7648,-73.9663
40.7181,-74.0151
40.7164,-73.9911
40.7702,-73.9813
40.7405,-74.0079
40.7579,-73.9888
40.7719,-73.9653
40.7475,-73.9823
40.7353,-74.0016
40.7777,-73.9487
40.7162,-74.0088
40.7315,-73.9945
40.752,-73.9952
40.7493,-73.9919
40.7646,-73.9845
40.7614,-73.973
40.7402,-73.9973
40.7297,-73.9786
40.7829,-73.9818
40.7182,-73.9903
40.7327,-73.988
40.7262,-74.0077
40.7218,-74.0011
40.7377,-73.9967
40.7224,-73.9824
40.7627,-73.9769
40.7286,-73.9896
40.7083,-74.0062
40.7409,-73.9943
40.7648,-73.9685
40.7161,-74.0123
40.737,-73.9793
40.7761,-73.961
40.7371,-73.9882
40.7522,-73.9771
40.7599,-73.9684
40.7677,-73.9676
40.73,-73.9816
40.7445,-73.9748
40.7388,-74.0057
40.7465,-73.9916
40.7406,-74.0065
40.8022,-73.9659
40.7142,-73.9902
40.7574,-73.9687
40.7583,-73.9921
40.7545,-73.9912
40.7558,-73.9711
40.7522,-73.9737
40.7616,-73.9715
40.7385,-73.9854
40.7422,-73.9851
40.7804,-73.9598
40.7067,-74.0121
40.7208,-74.002
40.7678,-73.9916
40.7762,-73.954
40.7587,-73.9684
40.7145,-74.0156
40.742,-73.9862
40.7202,-73.9981
40.75,-73.9791
40.7397,-73.9812
40.7293,-74.0036
40.7491,-73.9841
40.7713,-73.982
40.7368,-74.0038
40.7586,-73.9716
40.7783,-73.9526
40.7448,-73.9888
40.7649,-73.9786
40.7106,-74.0175
40.7366,-73.9869
40.7074,-74.0025
40.7419,-73.9966
40.7185,-74.0008
40.7659,-73.9632
40.7244,-73.9907
40.7174,-74.0049
40.7571,-73.9776
40.7612,-73.9732
40.7614,-73.9919
40.7299,-73.9929
40.7151,-73.9923
40.7348,-73.9882
40.764,-73.9711
40.7755,-73.9902
40.7681,-73.9567
40.7426,-73.9922
40.7338,-74.0061
40.711,-74.0093
40.7523,-73.9897
40.7021,-74.0116
40.7584,-73.9815
40.7246,-73.9936
40.7555,-73.9739
40.7637,-73.9856
40.7617,-73.9788
40.7486,-73.9922
40.7343,-74.003
40.7375,-74.0017
40.7391,-73.9871
40.7637,-73.9795
40.7302,-74.0069
40.7583,-73.9709
40.7467,-73.9724
40.746,-73.9907
40.7626,-73.9849
40.744,-73.9777
40.7201,-73.9991
40.7406,-74.0057
40.7574,-73.9669
40.734,-73.9881
40.7404,-74.0043
40.7303,-73.9778
40.7403,-74.008
40.7744,-73.9823
40.7147,-73.9909
40.767,-73.9847
40.7271,-73.9804
40.7544,-74.0005
40.7392,-73.9952
40.7222,-73.9887
40.7321,-73.9864
40.8274,-73.924
40.7435,-73.9728
40.7283,-73.9995
40.7146,-74.0097
40.7362,-74.0034
40.7516,-73.9766
40.7249,-74.0046
40.7774,-73.9634
40.7279,-74.0013
40.7217,-73.9873
40.7424,-73.9974
40.7262,-73.9918
40.7652,-73.9879
40.7835,-73.9572
40.7526,-73.9926
40.7413,-73.9851
40.7216,-74.011
40.7111,-74.0063
40.7136,-74.0089
40.7536,-73.9807
40.7384,-73.9971
40.8096,-73.9496
40.7778,-73.956
40.8026,-73.9649
40.7515,-73.9709
40.7661,-73.9603
40.7872,-73.9718
40.7639,-73.9791
40.7346,-73.9999
40.7502,-73.9945
40.754,-73.9884
40.7677,-73.9889
40.7445,-73.9796
40.7645,-73.9957
40.7301,-74.0069
40.7502,-73.9946
40.7219,-74.0021
40.7637,-73.979
40.7472,-73.9933
40.7422,-73.9933
40.7642,-73.9708
40.705,-74.0134
40.7554,-73.9829
40.7856,-73.9531
40.7498,-74.0032
40.7584,-73.9867
40.7477,-74.0042
40.7325,-73.9873
40.7782,-73.9848
40.7526,-73.9846
40.7523,-73.9788
40.7537,-73.9912
40.7515,-73.9864
40.7492,-73.9922
40.7381,-73.9926
40.7248,-73.9807
40.7284,-74.0053
40.7242,-73.9878
40.7556,-73.9703
40.743,-73.9777
40.7032,-74.0115
40.7459,-74.0054
40.7518,-73.9855
40.7567,-73.9701
40.7461,-73.9839
40.7277,-73.9801
40.7771,-73.9598
40.7016,-74.0111
40.7672,-73.9817
40.7464,-73.9937
40.7459,-73.9882
40.7125,-74.0078
40.7169,-74.0091
40.7078,-74.007
40.8004,-73.9556
40.7175,-73.9905
40.7402,-74.008
40.7504,-73.9832
40.8618,-73.925
40.7235,-73.9853
40.7771,-73.9899
40.761,-73.9752
40.7669,-73.9689
40.7168,-74.0026
40.7584,-73.9724
40.7241,-73.9978
40.7593,-73.9957
40.722,-74.0057
40.755,-73.9734
40.7861,-73.9799
40.715,-74.0165
40.7303,-73.9999
40.7329,-74.004
40.7242,-73.9979
40.763,-73.9781
40.7472,-73.9869
40.7539,-73.9885
40.7448,-73.9872
40.7599,-73.9876
40.7398,-73.9856
40.715,-74.0151
40.7732,-73.9661
40.7238,-74.0036
40.7587,-73.9727
40.7782,-73.9565
40.7052,-74.0074
40.7506,-73.97
40.7227,-73.998
40.7633,-73.9611
40.7388,-74.0091
40.7198,-74.0004
40.7371,-73.9791
40.7866,-73.9807
40.7325,-73.9912
40.708,-74.0096
40.723,-73.9949
40.7488,-73.9745
40.7172,-74.0038
40.7518,-73.9885
40.7206,-73.9901
40.7828,-73.9798
40.7317,-73.9854
40.7676,-73.9616
40.7378,-73.9882
40.7269,-73.9928
40.7607,-73.967
40.7312,-73.9919
40.7897,-73.9739
40.7913,-73.9523
40.7595,-73.9918
40.7803,-73.9594
40.748,-73.9777
40.7539,-73.981
40.7388,-73.9884
40.7404,-73.9963
40.7498,-73.9829
40.7199,-74.0084
40.7632,-73.9808
40.7209,-73.9906
40.787,-73.9557
40.756,-73.9945
40.7458,-73.9879
40.7511,-73.9805
40.7477,-74.0091
40.7534,-73.9787
40.7783,-73.9548
40.7286,-74.0071
40.7187,-74.0067
40.7342,-73.9956
40.7796,-73.9539
40.7492,-73.9923
40.7777,-73.9749
40.7473,-73.9898
40.7537,-73.9813
40.7446,-73.9813
40.7059,-74.0084
40.7683,-73.967
40.7789,-73.9622
40.7768,-73.9792
40.7374,-73.991
40.7572,-73.9718
40.7247,-74.0078
40.7415,-73.9864
40.7482,-74.0051
40.726,-73.9918
40.7564,-73.9888
40.7445,-73.9949
40.7432,-73.9857
40.7439,-74.0064
40.7643,-73.9785
40.7657,-73.9942
40.7638,-73.956
40.8093,-73.9413
40.7387,-73.9853
40.7417,-73.9958
40.7543,-73.9919
40.7562,-73.9831
40.7548,-73.9766
40.7145,-74.0104
40.7691,-73.9858
40.7605,-74.0026
40.7095,-74.0108
40.7431,-73.9863
40.7205,-74.0078
40.7501,-73.9707
40.7328,-73.9863
40.7466,-73.9937
40.7372,-74.0014
40.7763,-73.9475
40.7272,-73.9937
40.7323,-73.9927
40.7404,-74.0039
40.7298,-73.9899
40.7591,-73.981
40.7551,-73.965
40.7707,-73.992
40.7523,-73.9793
40.7351,-73.9916
40.7611,-73.9816
40.7548,-73.9777
40.7642,-73.9629
40.7376,-73.9967
40.7346,-73.9981
40.7678,-73.9703
40.7631,-73.9801
40.7399,-74.0054
40.7527,-73.979
40.7089,-74.0096
40.7403,-74.0035
40.7649,-73.9608
40.7576,-73.9892
40.7712,-73.9597
40.7135,-74.0114
40.7273,-73.9937
40.7609,-73.9846
40.7408,-74.0049
40.7538,-73.9839
40.7951,-73.9624
40.7605,-73.9742
40.753,-73.9894
40.7405,-73.9963
40.7242,-74.0
40.7526,-73.9818
40.7096,-74.0085
40.7299,-74.0103
40.7455,-73.9718
40.726,-74.0091
40.755,-73.9727
40.7528,-73.9969
40.7241,-73.9826
40.722,-73.9962
40.726,-74.0093
40.7679,-73.9602
40.7311,-73.9919
40.7341,-74.0041
40.7469,-73.9788
40.7508,-73.9871
40.7481,-73.9935
40.7254,-73.995
40.7744,-73.9536
40.7356,-74.0084
40.7631,-73.9718
40.7625,-73.9825
40.7558,-73.9765
40.7264,-74.0024
40.7724,-73.9671
40.7259,-73.9805
40.7746,-73.9912
40.7204,-74.0052
40.7486,-73.9867
40.7762,-73.952
40.7141,-74.0116
40.7518,-74.0049
40.7665,-73.9782
40.7543,-73.9692
40.7344,-74.0099
40.7244,-74.0045
40.7741,-73.9648
40.7481,-74.0051
40.706,-74.0129
40.7332,-74.0055
40.7272,-74.0055
40.7584,-73.975
40.7271,-73.9828
40.7061,-74.006
40.743,-73.9796
40.7374,-73.9858
40.7366,-73.9951
40.7251,-74.0042
40.7399,-74.0061
40.725,-73.9772
40.7491,-73.9921
40.7632,-73.9826
40.7446,-73.9988
40.703,-74.0112
40.709,-74.0025
40.7632,-73.9591
40.7281,-73.9849
40.7311,-73.9898
40.7371,-73.9919
40.7337,-74.0065
40.7085,-74.0014
40.7614,-73.974
40.7784,-73.9833
40.7075,-74.0041
40.7646,-73.972
40.7247,-73.9996
40.7482,-73.9926
40.7624,-73.9846
40.7302,-74.0068
40.7794,-73.9884
40.7202,-73.9887
40.7529,-73.9855
40.7134,-73.9895
40.7482,-74.0032
40.7278,-73.993
40.7501,-74.0001
40.7864,-73.9699
40.759,-73.9625
40.7573,-73.9743
40.7453,-73.9943
40.7303,-73.9841
40.7204,-73.9941
40.7236,-74.0053
40.735,-74.0071
40.7645,-73.9662
40.7591,-73.9864
40.753,-74.004
40.7432,-73.9841
40.7551,-73.9925
40.7382,-74.0085
40.7799,-73.9444
40.7783,-73.9488
40.7388,-74.0091
40.7032,-74.0142
40.7452,-73.9916
40.7253,-73.9966
40.7352,-73.9916
40.7691,-73.9907
40.7848,-73.9828
40.7684,-73.9848
40.7488,-74.0033
40.7191,-73.989
40.7553,-73.9912
40.7197,-74.0086
40.7481,-73.9734
40.7548,-73.9762
40.7321,-74.0021
40.7953,-73.9692
40.7228,-73.9827
40.7456,-73.9992
40.756,-73.9727
40.7343,-73.9909
40.7532,-73.9955
40.7354,-73.9943
40.7742,-73.953
40.7208,-73.9995
40.7292,-73.9841
40.7282,-74.0021
40.8094,-73.9516
40.7409,-73.9902
40.7486,-73.9781
40.7419,-73.9905
40.7567,-73.9982
40.7584,-73.9901
40.7522,-73.9894
40.7742,-73.982
40.7531,-73.9898
40.8006,-73.9467
40.7402,-74.0059
40.7499,-73.9704
40.7606,-73.9711
40.758,-73.9617
40.7156,-74.011
40.7713,-73.9595
40.742,-74.0047
40.7679,-73.9704
40.7797,-73.9864
40.7701,-73.9666
40.7584,-73.989
40.7633,-73.9611
40.7729,-73.9602
40.7427,-73.9943
40.7588,-73.9729
40.74,-74.0053
40.7826,-73.9483
40.7163,-74.0097
40.7459,-73.9882
40.7255,-73.996
40.7397,-73.9867
40.7302,-74.0048
40.7178,-73.9981
40.7172,-74.0108
40.7278,-73.9894
40.7594,-73.9765
40.7587,-73.9893
40.762,-73.99
40.7169,-74.0125
40.7223,-74.0112
40.7586,-73.9725
40.7593,-73.9622
40.7026,-74.0111
40.7523,-73.9794
40.7153,-74.0155
40.7209,-73.9938
40.7232,-73.9914
40.7508,-73.9766
40.7595,-73.9794
40.7734,-73.962
40.7264,-74.009
40.7743,-73.9472
40.7633,-73.961
40.7455,-73.9834
40.722,-74.0041
40.7552,-73.9733
40.7381,-74.0034
40.7634,-73.9965
40.7486,-73.9923
40.73,-73.9971
40.7343,-73.9937
40.7473,-73.9896
40.7586,-73.9691
40.7768,-73.9513
40.7358,-73.9895
40.784,-73.9819
40.7247,-73.9947
40.7112,-74.006
40.7605,-73.9746
40.7176,-73.9906
40.7854,-73.9533
40.756,-73.9747
40.7821,-73.9572
40.7593,-73.9747
40.7725,-73.9531
40.7529,-73.9855
40.7552,-73.9733
40.7579,-73.9713
40.742,-73.9747
40.7423,-74.0044
40.7428,-73.9735
40.7639,-73.9734
40.7655,-73.98
40.7666,-73.971
40.7868,-73.9757
40.7436,-73.989
40.7488,-74.0066
40.8289,-73.9488
40.7861,-73.9753
40.7369,-73.988
40.703,-74.0132
40.8474,-73.9397
40.7616,-73.9687
40.7325,-74.0019
40.7378,-73.994
40.7736,-73.964
40.7502,-74.0024
40.7409,-73.9974
40.7334,-73.9898
40.7455,-73.9775
40.7481,-73.9734
40.7367,-73.9888
40.8083,-73.945
40.7583,-73.9747
40.75,-73.9948
40.7387,-74.0088
40.7224,-74.0016
40.747,-73.9965
40.7379,-73.9739
40.7527,-73.9931
40.7642,-73.9559
40.7223,-73.9832
40.7838,-73.9503
40.7837,-73.9518
40.7209,-74.0042
40.7239,-74.0006
40.7268,-73.9835
40.731,-73.9839
40.7078,-74.0069
40.7184,-74.0071
40.7708,-73.9538
40.7406,-73.986
40.7568,-73.9702
40.7659,-73.9613
40.7826,-73.975
40.7343,-73.9815
40.7434,-73.994
40.7706,-73.9626
40.7166,-74.0083
40.732,-73.9965
40.7522,-73.9854
40.7747,-73.9912
40.7378,-74.0045
40.7515,-74.0074
40.7157,-73.9902
40.764,-73.9732
40.7555,-73.9755
40.7634,-73.9613
40.7228,-73.9884
40.7899,-73.9754
40.7526,-73.9845
40.7444,-73.9751
40.7818,-73.9757
40.738,-73.9901
40.7513,-73.9941
40.758,-73.9621
40.7115,-74.0068
40.7451,-73.9869
40.7384,-74.0
40.7554,-73.9773
40.7513,-73.9736
40.7334,-73.9799
40.7523,-73.9859
40.7625,-73.9689
40.708,-74.0033
40.7434,-74.0074
40.7682,-73.9843
40.7637,-73.9962
40.7642,-73.9789
40.8281,-73.926
40.7278,-73.9911
40.7287,-74.0068
40.7493,-73.9798
40.7896,-73.9756
40.7216,-74.0
40.7357,-73.9929
40.744,-74.0066
40.7447,-73.9915
40.7593,-73.9944
40.7408,-73.9817
40.7597,-73.9877
40.7555,-73.9835
40.7642,-73.9545
40.7404,-74.0063
40.7772,-73.962
40.7822,-73.9562
40.727,-73.9801
40.7896,-73.9545
40.7413,-73.996
40.7538,-73.98
40.7202,-74.0053
40.7942,-73.974
40.7388,-74.0026
40.7419,-74.0036
40.7607,-73.9808
40.7176,-73.9839
40.7052,-74.0074
40.7591,-73.9727
40.7225,-73.9843
40.767,-73.9683
40.785,-73.9536
40.754,-73.9918
40.7309,-74.0008
40.7683,-73.9847
40.7461,-73.9821
40.7249,-73.9783
40.7388,-74.0075
40.7445,-73.9906
40.7141,-74.0146
40.7626,-73.9722
40.7218,-74.0077
40.7861,-73.957
40.7189,-74.0
40.7459,-73.9906
40.7668,-73.9788
40.7285,-73.9999
40.7341,-73.9776
40.7133,-74.0095
40.7327,-73.9775
40.756,-73.9692
40.7332,-74.0032
40.7833,-73.9709
40.7582,-73.9745
40.7112,-74.0065
40.7514,-73.9751
40.7243,-74.002
40.755,-73.9845
40.7696,-73.9607
40.746,-74.0076
40.7393,-73.9864
40.7394,-74.0028
40.7387,-74.0057
40.7495,-73.9754
40.7697,-73.9507
40.7324,-73.9931
40.7225,-74.0014
40.7287,-74.0003
40.7394,-73.9866
40.7472,-73.9849
40.7287,-73.9875
40.7546,-73.9751
40.7629,-73.9866
40.7545,-73.9735
40.7607,-73.9781
40.7519,-73.993
40.7372,-73.9814
40.7189,-74.009
40.7416,-73.9853
40.7578,-73.9904
40.7596,-73.9883
40.7484,-73.9847
40.7603,-73.9708
40.7348,-73.991
40.7692,-73.9693
40.7502,-74.0025
40.7565,-73.9815
40.7421,-73.9829
40.7349,-73.9887
40.7584,-73.9769
40.7331,-74.0069
40.7423,-74.0062
40.737,-74.0007
40.7615,-73.9777
40.7404,-73.9962
40.7238,-73.9856
40.7203,-73.9891
40.7198,-73.9918
40.7402,-74.006
40.7377,-73.9899
40.7134,-74.0092
40.7217,-74.0043
40.7494,-73.9789
40.7333,-73.9933
40.7562,-73.982
40.7542,-73.9887
40.7733,-73.9547
40.7428,-73.9948
40.7501,-74.0025
40.7174,-74.0087
40.7233,-73.9914
40.815,-73.949
40.7388,-73.9982
40.7195,-73.9903
40.7864,-73.956
40.726,-73.9963
40.7743,-73.9577
40.7508,-73.9822
40.7546,-73.9777
40.7795,-73.9446
40.7218,-73.9875
40.7526,-74.0061
40.7638,-73.9733
40.7596,-73.973
40.7829,-73.9568
40.7391,-73.9872
40.7192,-74.0075
40.7692,-73.9833
40.7159,-74.0037
40.7714,-73.9502
40.7552,-73.9768
40.742,-73.9724
40.7407,-74.0056
40.7252,-74.0035
40.7168,-74.0147
40.7622,-73.988
40.7562,-73.9736
40.7194,-73.9943
40.7257,-73.9898
40.7842,-73.9702
40.7422,-73.9747
40.7651,-73.9757
40.74,-73.9973
40.7561,-73.9726
40.7611,-73.9732
40.7195,-74.0001
40.7274,-73.9827
40.7389,-74.0088
40.7349,-73.9912
40.7252,-73.997
40.7498,-73.9718
40.7551,-73.9797
40.7232,-74.0076
40.7669,-73.9871
40.7743,-73.9453
40.7476,-74.0046
40.7199,-73.9951
40.8055,-73.9377
40.7445,-73.9848
40.7636,-73.9802
40.7643,-73.9709
40.727,-74.0001
40.7235,-74.0046
40.7262,-73.9932
40.7662,-73.9953
40.7505,-73.9872
40.745,-73.978
40.7679,-73.9916
40.7614,-73.9821
40.7621,-73.9721
40.761,-73.9754
40.7474,-74.0083
40.774,-73.9638
40.7783,-73.9851
40.724,-74.0043
40.7096,-74.0071
40.7405,-74.0063
40.7327,-73.9912
40.7278,-74.0096
40.7843,-73.9771
40.7575,-73.986
40.7224,-73.9872
40.7302,-74.007
40.763,-73.9696
40.7417,-74.0008
40.734,-74.0047
40.7822,-73.9537
40.7623,-73.9625
40.74,-74.0057
40.7468,-73.9905
40.7923,-73.9645
40.7195,-74.0087
40.7086,-74.005
40.7603,-73.9774
40.7243,-74.0
40.7258,-73.9827
40.7272,-73.9841
40.756,-73.9874
40.7642,-73.9768
40.7965,-73.9495
40.7405,-74.0057
40.7693,-73.9556
40.7264,-73.9844
40.7593,-73.9945
40.7862,-73.9529
40.7441,-74.0069
40.7206,-73.9873
40.7472,-73.9778
40.7571,-73.9831
40.7782,-73.9484
40.7334,-74.0084
40.7341,-74.0041
40.7565,-73.9727
40.7155,-74.0146
40.7803,-73.9613
40.7793,-73.9593
40.7779,-73.9478
40.7078,-74.0116
40.7716,-73.959
40.7574,-74.0009
40.756,-73.975
40.7339,-74.0005
40.7932,-73.97
40.7249,-73.9947
40.756,-73.9736
40.7584,-73.9813
40.7377,-74.0057
40.7755,-73.9585
40.7557,-73.9837
40.7114,-74.0055
40.7409,-74.0054
40.7323,-74.0078
40.7359,-73.9875
40.7234,-74.0049
40.7375,-73.9967
40.7207,-73.994
40.7318,-73.9969
40.7346,-74.0096
40.7419,-73.9905
40.7473,-73.9878
40.7473,-74.0046
40.7084,-74.0016
40.7265,-73.9892
40.7636,-73.9816
40.7666,-73.9532
40.7848,-73.9763
40.8021,-73.9677
40.7278,-73.9909
40.7556,-73.971
40.7556,-73.987
40.7431,-73.9741
40.7241,-74.006
40.7422,-74.0061
40.7256,-73.9988
40.7505,-73.9831
40.7438,-74.0032
40.7734,-73.9802
40.7149,-74.0076
40.7285,-73.9856
40.772,-73.956
40.7257,-74.0058
40.753,-73.9786
40.7072,-74.0015
40.7628,-73.9627
40.7602,-73.9851
40.7807,-73.9526
40.7315,-74.0049
40.7257,-74.0057
40.7821,-73.9597
40.7589,-73.9859
40.7417,-73.9749
40.7249,-74.0016
40.7435,-73.9922
40.7582,-73.963
40.7068,-74.0125
40.7638,-73.9739
40.7194,-74.0084
40.7793,-73.9453
40.79,-73.9785
40.7227,-73.9872
40.7462,-73.9941
40.7156,-74.0094
40.7645,-73.9813
40.7738,-73.9778
40.7313,-74.0067
40.8249,-73.9528
40.774,-73.9608
40.7191,-74.0071
40.7187,-74.0091
40.7368,-73.9746
40.7537,-73.9815
40.7982,-73.9724
40.7482,-73.9847
40.7612,-73.9731
40.7613,-73.9822
40.7524,-73.9797
40.8002,-73.947
40.7533,-73.9852
40.7596,-73.9758
40.7454,-73.9784
40.7192,-74.0053
40.7212,-73.9992
40.7604,-73.9713
40.7234,-73.995
40.7509,-73.9866
40.7252,-73.9889
40.7293,-73.9909
40.7072,-74.0045
40.7186,-74.009
40.7264,-73.996
40.734,-73.995
40.7622,-73.9704
40.7228,-73.9959
40.7406,-73.9894
40.7267,-74.0093
40.7149,-73.9871
40.7617,-73.9829
40.7519,-73.9939
40.7525,-74.002
40.764,-73.9774
40.758,-73.9722
40.7524,-73.9876
40.7372,-74.0058
40.7283,-73.9888
40.7275,-73.9854
40.7363,-73.9965
40.7247,-73.9786
40.764,-73.9977
40.7278,-73.9876
40.7837,-73.9517
40.7398,-73.9914
40.7555,-73.9758
40.74,-73.9952
40.7693,-73.9834
40.7638,-73.9763
40.7549,-73.9902
40.7587,-73.9788
40.7733,-73.9827
40.7701,-73.9553
40.7804,-73.9803
40.7477,-73.9851
40.7197,-74.0043
40.7248,-73.9961
40.7634,-73.9692
40.769,-73.9825
40.7497,-73.9831
40.7438,-73.9714
40.7388,-73.9889
40.7701,-73.9877
40.7344,-74.0047
40.7447,-73.9898
40.7846,-73.9699
40.7664,-73.9684
40.7506,-74.0033
40.7345,-73.9899
40.7437,-74.0033
40.7527,-73.9849
40.7525,-73.9672
40.7345,-73.9863
40.7192,-74.0063
40.7165,-73.9885
40.7503,-73.9901
40.7927,-73.9754
40.7605,-73.9779
40.7582,-73.9898
40.7315,-74.0005
40.7268,-73.9853
40.7656,-73.9547
40.7332,-73.99
40.7515,-74.0067
40.7693,-73.963
40.7534,-73.9786
40.7506,-73.9945
40.7492,-73.9805
40.7354,-74.0034
40.7319,-74.0038
40.7386,-73.9919
40.7477,-73.9731
40.7791,-73.9786
40.7544,-73.9863
40.7746,-73.9521
40.7398,-73.9926
40.7374,-74.0082
40.7436,-73.9923
40.7671,-73.9688
40.7414,-73.9948
40.7369,-73.9888
40.7386,-73.9917
40.7163,-74.0023
40.7382,-74.0042
40.7454,-74.0044
40.7496,-73.992
40.7592,-73.9721
40.7745,-73.9822
40.7401,-73.9824
40.7151,-74.016
40.7194,-74.0044
40.7374,-74.0089
40.745,-73.995
40.7555,-73.9704
40.7598,-73.9674
40.724,-73.9981
40.7406,-73.9795
40.7398,-73.9966
40.7411,-73.9923
40.7725,-73.9821
40.75,-73.9772
40.7426,-73.9921
40.7547,-73.9756
40.7405,-73.9982
40.7706,-73.9537
40.714,-74.0144
40.723,-73.9999
40.7245,-74.0007
40.7751,-73.9767
40.7365,-74.0059
40.7435,-73.9848
40.7622,-73.9761
40.7388,-73.9995
40.7232,-74.0028
40.7111,-74.0064
40.7575,-73.9845
40.7509,-73.987
40.739,-73.9915
40.7223,-74.0035
40.7644,-73.9705
40.7589,-73.9728
40.7653,-73.9753
40.734,-73.9992
40.7305,-74.0068
40.7606,-73.974
40.713,-74.0093
40.7114,-74.0105
40.7706,-73.955
40.7235,-74.0006
40.7652,-73.9631
40.7859,-73.9727
40.7266,-74.0035
40.7635,-73.9719
40.7181,-74.0086
40.744,-73.9839
40.7516,-73.9924
40.7772,-73.9805
40.7582,-73.9812
40.7763,-73.962
40.7281,-73.9936
40.7185,-74.0005
40.7399,-73.995
40.7489,-73.9921
40.7316,-74.0015
40.7574,-73.986
40.7802,-73.9794
40.7576,-73.9672
40.7543,-73.9689
40.7696,-73.9691
40.7635,-73.9754
40.7556,-73.985
40.7486,-73.9731
40.7172,-74.0145
40.7564,-73.978
40.7083,-74.0101
40.746,-73.9845
40.7127,-74.0112
40.7631,-73.9739
40.7191,-74.0021
40.7673,-73.9685
40.7503,-73.9747
40.7628,-73.9637
40.7182,-73.9903
40.7562,-73.9935
40.7186,-73.9908
40.7079,-74.0121
40.7312,-73.9843
40.7209,-73.9946
40.7363,-74.0078
40.7376,-74.0057
40.7717,-73.9812
40.7319,-73.9935
40.7314,-74.0067
40.7552,-73.9799
40.7412,-74.0001
40.7597,-73.9809
40.7516,-73.9719
40.7408,-74.0076
40.7228,-74.0103
40.7386,-74.0088
40.7487,-73.9923
40.7776,-73.9834
40.7149,-73.992
40.7051,-74.0074
40.7226,-73.9828
40.7505,-73.9741
40.7083,-74.002
40.7411,-74.0058
40.7513,-73.9941
40.7412,-73.9927
40.7283,-74.0054
40.7604,-73.973
40.7645,-73.9776
40.7274,-74.0007
40.725,-73.9843
40.7652,-73.9723
40.746,-73.9998
40.7592,-73.9884
40.7526,-73.9797
40.7311,-73.991
40.7408,-74.0017
40.7405,-74.0078
40.731,-73.9952
40.7438,-73.9834
40.7552,-73.9876
40.726,-73.9777
40.7342,-73.9887
